rowid,rec_url,rec_compiledRelease_ocid,rec_compiledRelease_date,rec_compiledRelease_tender_id,rec_compiledRelease_tender_title,rec_compiledRelease_tender_procuringEntity_name,rec_compiledRelease_tender_mainProcurementCategoryDetails,rec_compiledRelease_tender_statusDetails,rec_compiledRelease_tender_procuringEntity_id,rec_compiledRelease_tender_procurementMethodDetails,rec_compiledRelease_tender_id_tenderPeriod_durationInDays,rec_compiledRelease_tender_id_tenderPeriod_startDate,rec_compiledRelease_tender_id_tenderPeriod_endDate,recrel_url,recrel_id,recrel_tender_id,recrel_tender_statusDetails,recrel_tender_awardCriteria,recrel_tender_awardCriteriaDetails,recrel_tender_mainProcurementCategory,recrel_tender_mainProcurementCategoryDetails,recrel_tender_additionalProcurementCategories,recrel_tender_hasEnquiries,recrel_tender_value_amount,recrel_tender_value_currency,recrel_tender_awardPeriod_startDate,recrel_tender_procuringEntity_id,recrel_tender_procuringEntity_name
99,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382288-1,2020-10-22T16:25:49-04:00,382288-adquisicion-insumos-especificos-contingencia-covid-19-mspbs-1,ADQUISICION DE INSUMOS ESPECIFICOS PARA CONTINGENCIA COVID-19 PARA EL MSPBS,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382288-adquisicion-insumos-especificos-contingencia-covid-19-mspbs-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382288-adquisicion-insumos-especificos-contingencia-covid-19-mspbs-1-1603383949.32445,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382288-adquisicion-insumos-especificos-contingencia-covid-19-mspbs-1-1603383949.32445,382288-adquisicion-insumos-especificos-contingencia-covid-19-mspbs-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,53500000,PYG,2020-04-02T17:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
100,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382304-1,2020-10-21T15:16:37-04:00,382304-terminacion-ampliacion-futuro-bloque-urgencia-pedriatrica-hospital-distrital-santa-1,TERMINACIÓN Y AMPLIACIÓN DEL FUTURO BLOQUE DE URGENCIA PEDRIATRICA DEL HOSPITAL DISTRITAL DE SANTA ROSA MISIONES,Municipalidad de Santa Rosa Misiones,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",Adjudicada,DNCP-SICP-CODE-217,382304-terminacion-ampliacion-futuro-bloque-urgencia-pedriatrica-hospital-distrital-santa-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382304-terminacion-ampliacion-futuro-bloque-urgencia-pedriatrica-hospital-distrital-santa-1-1603293397,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382304-terminacion-ampliacion-futuro-bloque-urgencia-pedriatrica-hospital-distrital-santa-1-1603293397,382304-terminacion-ampliacion-futuro-bloque-urgencia-pedriatrica-hospital-distrital-santa-1,Adjudicada,priceOnly,Por Total,works,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",works,False,423281571,PYG,2020-03-31T12:00:00-04:00,DNCP-SICP-CODE-217,Municipalidad de Santa Rosa Misiones
101,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382515-1,2020-10-20T18:21:00-04:00,382515-ampliacion-redes-gases-medicinales-pabellon-aislamiento-ineram-mspbs-covid-19-1,AMPLIACION DE REDES DE GASES MEDICINALES DEL PABELLON DE AISLAMIENTO DEL INERAM- MSPBS - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382515-ampliacion-redes-gases-medicinales-pabellon-aislamiento-ineram-mspbs-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382515-ampliacion-redes-gases-medicinales-pabellon-aislamiento-ineram-mspbs-covid-19-1-1603218060.24409,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382515-ampliacion-redes-gases-medicinales-pabellon-aislamiento-ineram-mspbs-covid-19-1-1603218060.24409,382515-ampliacion-redes-gases-medicinales-pabellon-aislamiento-ineram-mspbs-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,261756179,PYG,2020-04-20T10:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
102,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385228-1,2020-10-14T10:11:43-04:00,385228-adquisicion-kit-alimentos-via-excepcion-1,ADQUISICION DE KIT DE ALIMENTOS. VIA DE LA EXCEPCION,Municipalidad de Salto del Guairá,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-2,385228-adquisicion-kit-alimentos-via-excepcion-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385228-adquisicion-kit-alimentos-via-excepcion-1-1602670303.43281,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385228-adquisicion-kit-alimentos-via-excepcion-1-1602670303.43281,385228-adquisicion-kit-alimentos-via-excepcion-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,121800000,PYG,2020-09-07T07:30:00-04:00,DNCP-SICP-CODE-2,Municipalidad de Salto del Guairá
103,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382314-1,2020-10-12T16:06:48-04:00,382314-provision-almuerzo-escolar-1,PROVISIÓN DE ALMUERZO ESCOLAR,Municipalidad de Coronel Bogado,"Servicios - Servicios de ceremonial, gastronomico y funerarios",Adjudicada,DNCP-SICP-CODE-134,382314-provision-almuerzo-escolar-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382314-provision-almuerzo-escolar-1-1602518808,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382314-provision-almuerzo-escolar-1-1602518808,382314-provision-almuerzo-escolar-1,Adjudicada,priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,1114373760,PYG,2020-05-12T07:20:00-04:00,DNCP-SICP-CODE-134,Municipalidad de Coronel Bogado
104,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385477-1,2020-10-12T09:50:34-04:00,385477-adquisicion-alimentos-familias-afectadas-marco-emergencia-sanitaria-covid-19-1,ADQUISICION DE ALIMENTOS PARA FAMILIAS AFECTADAS EN EL MARCO DE LA EMERGENCIA SANITARIA COVID-19,Municipalidad de Dr. Raul Peña,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-351,385477-adquisicion-alimentos-familias-afectadas-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385477-adquisicion-alimentos-familias-afectadas-marco-emergencia-sanitaria-covid-19-1-1602496234.97497,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385477-adquisicion-alimentos-familias-afectadas-marco-emergencia-sanitaria-covid-19-1-1602496234.97497,385477-adquisicion-alimentos-familias-afectadas-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,394716000,PYG,2020-09-21T07:05:00-04:00,DNCP-SICP-CODE-351,Municipalidad de Dr. Raul Peña
105,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382839-1,2020-10-09T16:10:01-04:00,382839-construccion-sala-contingencia-bano-pandemia-mundial-causa-covid-19-localidad-puerto-1,"CONSTRUCCIÓN DE UNA SALA DE CONTINGENCIA CON BAÑO, ANTE LA PANDEMIA MUNDIAL A CAUSA DEL COVID-19, EN LA LOCALIDAD DE PUERTO SASTRE, DISTRITO DE LA LOCALIDAD DE CARMELO PERALTA",Gobierno Departamental de Alto Paraguay (GOBALTOPY),"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",Adjudicada,DNCP-SICP-CODE-92,382839-construccion-sala-contingencia-bano-pandemia-mundial-causa-covid-19-localidad-puerto-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382839-construccion-sala-contingencia-bano-pandemia-mundial-causa-covid-19-localidad-puerto-1-1602259801.37018,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382839-construccion-sala-contingencia-bano-pandemia-mundial-causa-covid-19-localidad-puerto-1-1602259801.37018,382839-construccion-sala-contingencia-bano-pandemia-mundial-causa-covid-19-localidad-puerto-1,Adjudicada,priceOnly,Por Total,works,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",works,False,149185100,PYG,2020-06-23T09:00:00-04:00,DNCP-SICP-CODE-92,Gobierno Departamental de Alto Paraguay (GOBALTOPY)
106,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382269-1,2020-10-09T14:30:42-04:00,382269-adquisicion-urgencia-impostergable-sistemas-gestion-servicios-telemedicina-servicio-1,"ADQUISICION POR URGENCIA IMPOSTERGABLE DE SISTEMAS DE GESTION DE SERVICIOS DE TELEMEDICINA, SERVICIO DE INTEGRACION DE LOS SISTEMAS HOSPITALARIOS Y PROVISION DE EQUIPOS DE TELEMEDICINA PARA HOSPITALES REGIONALES Y UNIDADES SANITARIAS DEL IPS EN EL INTERIOR DEL PAIS PARA CONTINGENCIA DEL COVID-19",Instituto de Previsión Social (IPS),"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Adjudicada,DNCP-SICP-CODE-157,382269-adquisicion-urgencia-impostergable-sistemas-gestion-servicios-telemedicina-servicio-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382269-adquisicion-urgencia-impostergable-sistemas-gestion-servicios-telemedicina-servicio-1-1602253842.26916,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382269-adquisicion-urgencia-impostergable-sistemas-gestion-servicios-telemedicina-servicio-1-1602253842.26916,382269-adquisicion-urgencia-impostergable-sistemas-gestion-servicios-telemedicina-servicio-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",,False,19996645080,PYG,2020-03-27T12:00:00-04:00,DNCP-SICP-CODE-157,Instituto de Previsión Social (IPS)
107,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382078-1,2020-10-09T09:26:15-04:00,382078-adquisicion-reactivos-imt-covid-19-dengue-1,ADQUISICION DE REACTIVOS PARA EL IMT - COVID-19/DENGUE,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382078-adquisicion-reactivos-imt-covid-19-dengue-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382078-adquisicion-reactivos-imt-covid-19-dengue-1-1602235575.09147,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382078-adquisicion-reactivos-imt-covid-19-dengue-1-1602235575.09147,382078-adquisicion-reactivos-imt-covid-19-dengue-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,245152000,PYG,2020-03-20T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
108,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382291-1,2020-10-05T07:38:13-04:00,382291-adquisicion-productos-alimenticios-marco-emergencia-sanitaria-covid-19-1,ADQUISICION DE PRODUCTOS ALIMENTICIOS EN EL MARCO DE LA EMERGENCIA SANITARIA COVID-19,Municipalidad de Capiatá,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-65,382291-adquisicion-productos-alimenticios-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382291-adquisicion-productos-alimenticios-marco-emergencia-sanitaria-covid-19-1-1601883493,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382291-adquisicion-productos-alimenticios-marco-emergencia-sanitaria-covid-19-1-1601883493,382291-adquisicion-productos-alimenticios-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,167959650,PYG,2020-04-02T11:30:00-04:00,DNCP-SICP-CODE-65,Municipalidad de Capiatá
109,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382500-1,2020-10-02T14:14:57-04:00,382500-adquisicion-insumos-basicos-necesarios-epidemia-coronavirus-covid-19-1,ADQUISICIÓN DE INSUMOS BÁSICOS NECESARIOS ANTE LA EPIDEMIA DE CORONAVIRUS (COVID-19),Dirección Nacional de Aduanas (DNA),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-308,382500-adquisicion-insumos-basicos-necesarios-epidemia-coronavirus-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382500-adquisicion-insumos-basicos-necesarios-epidemia-coronavirus-covid-19-1-1601648097,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382500-adquisicion-insumos-basicos-necesarios-epidemia-coronavirus-covid-19-1-1601648097,382500-adquisicion-insumos-basicos-necesarios-epidemia-coronavirus-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,52624000,PYG,2020-04-01T11:10:00-04:00,DNCP-SICP-CODE-308,Dirección Nacional de Aduanas (DNA)
110,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-381879-1,2020-10-01T20:15:55-04:00,381879-adquisicion-equipos-accesorios-varios-gases-medicos-dependencias-mspbs-contingencia-1,ADQUISICION DE EQUIPOS Y ACCESORIOS VARIOS PARA GASES MEDICOS PARA DEPENDENCIAS DEL MSPBS PARA LA CONTINGENCIA 19-nCOV,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,381879-adquisicion-equipos-accesorios-varios-gases-medicos-dependencias-mspbs-contingencia-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381879-adquisicion-equipos-accesorios-varios-gases-medicos-dependencias-mspbs-contingencia-1-1601583355.15174,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381879-adquisicion-equipos-accesorios-varios-gases-medicos-dependencias-mspbs-contingencia-1-1601583355.15174,381879-adquisicion-equipos-accesorios-varios-gases-medicos-dependencias-mspbs-contingencia-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,792980500,PYG,2020-03-16T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
111,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382423-1,2020-09-25T15:47:20-04:00,382423-contratacion-excepcion-n-01-2020-id-n-382423-adquisicion-kits-alimenticios-distintas-1,CONTRATACION POR EXCEPCION N° 01/2020 CON ID N° 382423 - ADQUISICIÓN DE KITS ALIMENTICIOS PARA DISTINTAS INSTITUCIONES EDUCATIVAS EN SITUACIÓN VULNERABLE DE LA CIUDAD DE LUQUE POR PANDEMIA - COVID-19 - FONACIDE,Municipalidad de Luque,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-101,382423-contratacion-excepcion-n-01-2020-id-n-382423-adquisicion-kits-alimenticios-distintas-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382423-contratacion-excepcion-n-01-2020-id-n-382423-adquisicion-kits-alimenticios-distintas-1-1601048840,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382423-contratacion-excepcion-n-01-2020-id-n-382423-adquisicion-kits-alimenticios-distintas-1-1601048840,382423-contratacion-excepcion-n-01-2020-id-n-382423-adquisicion-kits-alimenticios-distintas-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,845299350,PYG,2020-05-07T07:30:00-04:00,DNCP-SICP-CODE-101,Municipalidad de Luque
112,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382150-1,2020-09-25T12:14:47-04:00,382150-adqusicion-insumos-basicos-necesarios-epidemia-conronavirus-covid-19-1,ADQUSICIÓN DE INSUMOS BÁSICOS NECESARIOS ANTE LA EPIDEMIA DE CONRONAVIRUS (COVID-19),Dirección Nacional de Aduanas (DNA),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-308,382150-adqusicion-insumos-basicos-necesarios-epidemia-conronavirus-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382150-adqusicion-insumos-basicos-necesarios-epidemia-conronavirus-covid-19-1-1601036087.15948,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382150-adqusicion-insumos-basicos-necesarios-epidemia-conronavirus-covid-19-1-1601036087.15948,382150-adqusicion-insumos-basicos-necesarios-epidemia-conronavirus-covid-19-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,115587400,PYG,2020-03-26T11:10:00-04:00,DNCP-SICP-CODE-308,Dirección Nacional de Aduanas (DNA)
113,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382920-1,2020-09-23T15:21:22-04:00,382920-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,"ADQUISICIÓN DE ELEMENTOS, DE PREVENCIÓN DE CONTAGIO VIRAL COVID-19, DE HIGIENE PARA EL INGRESO A LOS LOCALES DE LA SET DEL MINISTERIO DE HACIENDA",Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda,Bienes - Muebles y Enseres,Adjudicada,DNCP-SICP-CODE-1805,382920-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382920-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1-1600874482.74536,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382920-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1-1600874482.74536,382920-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Muebles y Enseres,,False,48498000,PYG,2020-04-27T10:00:00-04:00,DNCP-SICP-CODE-1805,Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda
114,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385159-1,2020-09-23T10:21:46-04:00,385159-adquisicion-kits-alimentos-1,ADQUISICIÓN DE KITS DE ALIMENTOS,Municipalidad de Yhú,Bienes - Productos Alimenticios,En Evaluacion (Cerrada),DNCP-SICP-CODE-86,385159-adquisicion-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385159-adquisicion-kits-alimentos-1-1600856506.0717,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385159-adquisicion-kits-alimentos-1-1600856506.0717,385159-adquisicion-kits-alimentos-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,True,157074000,PYG,2020-09-22T12:10:00-04:00,DNCP-SICP-CODE-86,Municipalidad de Yhú
115,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385515-1,2020-09-21T16:14:12-04:00,385515-adquisicion-kits-alimentos-no-precederos-familias-escasos-recursos-distrito-nueva-to-1,Adquisición de Kits de Alimentos no Precederos para Familias de Escasos Recursos del Distrito de Nueva Toledo en el Marco de la Emergencia Sanitaria Covid-19,Municipalidad de Nueva Toledo,Bienes - Productos Alimenticios,En Evaluacion (Cerrada),DNCP-SICP-CODE-346,385515-adquisicion-kits-alimentos-no-precederos-familias-escasos-recursos-distrito-nueva-to-1,6.0,2020-09-21T16:14:12-04:00,2020-09-28T07:05:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385515-adquisicion-kits-alimentos-no-precederos-familias-escasos-recursos-distrito-nueva-to-1-1600704852.1454,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385515-adquisicion-kits-alimentos-no-precederos-familias-escasos-recursos-distrito-nueva-to-1-1600704852.1454,385515-adquisicion-kits-alimentos-no-precederos-familias-escasos-recursos-distrito-nueva-to-1,En Evaluacion (Cerrada),priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,165434000,PYG,2020-09-28T07:15:00-04:00,DNCP-SICP-CODE-346,Municipalidad de Nueva Toledo
116,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-374457-1,2020-09-17T07:06:55-04:00,374457-provision-almuerzo-escolar-complemento-nutricional-1,Provision de Almuerzo Escolar - Complemento Nutricional,Municipalidad de Unión,"Servicios - Servicios de ceremonial, gastronomico y funerarios",En Evaluacion (Cerrada),DNCP-SICP-CODE-262,374457-provision-almuerzo-escolar-complemento-nutricional-1,11.0,2020-09-17T07:06:55-04:00,2020-09-28T07:30:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/374457-provision-almuerzo-escolar-complemento-nutricional-1-1600326415,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/374457-provision-almuerzo-escolar-complemento-nutricional-1-1600326415,374457-provision-almuerzo-escolar-complemento-nutricional-1,En Evaluacion (Cerrada),priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,206531900,PYG,2020-09-28T08:00:00-04:00,DNCP-SICP-CODE-262,Municipalidad de Unión
117,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382485-1,2020-09-15T16:19:52-04:00,382485-adquisicion-elementos-prevencion-contagio-viral-covid-19-subsecretaria-estado-tribut-1,ADQUISICIÓN DE ELEMENTOS DE PREVENCIÓN DE CONTAGIO VIRAL (COVID-19) PARA LA SUBSECRETARÍA DE ESTADO DE TRIBUTACIÓN DEL MINISTERIO DE HACIENDA,Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-1805,382485-adquisicion-elementos-prevencion-contagio-viral-covid-19-subsecretaria-estado-tribut-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382485-adquisicion-elementos-prevencion-contagio-viral-covid-19-subsecretaria-estado-tribut-1-1600186792,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382485-adquisicion-elementos-prevencion-contagio-viral-covid-19-subsecretaria-estado-tribut-1-1600186792,382485-adquisicion-elementos-prevencion-contagio-viral-covid-19-subsecretaria-estado-tribut-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,42450000,PYG,2020-03-24T10:00:00-04:00,DNCP-SICP-CODE-1805,Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda
118,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385157-1,2020-09-15T10:28:38-04:00,385157-adquisicion-viveres-personas-afectadas-covid-19-distrito-san-cristobal-1,Adquisición de Víveres para Personas Afectadas por el COVID 19 en el Distrito de San Cristóbal,Municipalidad de San Cristobal,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-46,385157-adquisicion-viveres-personas-afectadas-covid-19-distrito-san-cristobal-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385157-adquisicion-viveres-personas-afectadas-covid-19-distrito-san-cristobal-1-1600165718.0154,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385157-adquisicion-viveres-personas-afectadas-covid-19-distrito-san-cristobal-1-1600165718.0154,385157-adquisicion-viveres-personas-afectadas-covid-19-distrito-san-cristobal-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,153480000,PYG,2020-09-02T08:00:00-04:00,DNCP-SICP-CODE-46,Municipalidad de San Cristobal
119,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382137-1,2020-09-15T10:27:54-04:00,382137-adquisicion-uniformes-fiscalizadores-mic-1,ADQUISICION DE UNIFORMES PARA FISCALIZADORES DEL MIC,Ministerio de Industria y Comercio (MIC),"Bienes - Textiles, vestuarios y calzados",Adjudicada,DNCP-SICP-CODE-13,382137-adquisicion-uniformes-fiscalizadores-mic-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382137-adquisicion-uniformes-fiscalizadores-mic-1-1600165674.92099,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382137-adquisicion-uniformes-fiscalizadores-mic-1-1600165674.92099,382137-adquisicion-uniformes-fiscalizadores-mic-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Textiles, vestuarios y calzados",,False,11418840,PYG,2020-03-23T12:00:00-04:00,DNCP-SICP-CODE-13,Ministerio de Industria y Comercio (MIC)
